Series Name,Series Code,1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Share of transport network exposed to floods (%),CC.TNET.FLD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.375054258,..,..,..,..
Share of transport network exposed to natural disasters (%),CC.TNET.NAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.285189755,..,..,..,..
Share of vegetal products in food supply (% of total),CC.FOOD.VEGT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.77691251,88.79781421,87.76844071,88.57808858,88.75739645,..,..,..,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.18702127,14.83948265,14.96647273,15.05246413,14.36127892,15.10010935,14.29853624,..,..,..
Total coal capacity by plant status (MW) - Announced,CC.TOTL.COCA.AN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Cancelled,CC.TOTL.COCA.CA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,600,600,600,600,666,666,666,..,..,..
Total coal capacity by plant status (MW) - Construction,CC.TOTL.COCA.CO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Mothballed,CC.TOTL.COCA.MB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Operating,CC.TOTL.COCA.OP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Permitted,CC.TOTL.COCA.PE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66,66,1180,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Pre-permit,CC.TOTL.COCA.PP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1050,1050,..,1050,2010,2010,1050,..,..,..
Total coal capacity by plant status (MW) - Retired,CC.TOTL.COCA.RE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total coal capacity by plant status (MW) - Shelved,CC.TOTL.COCA.SH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130,64,64,1024,..,..,..
Total energy tax revenue (% of GDP),CC.ENTX.ENE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.856000006,..,..,..,..,..,..
Total environmental tax revenue (% of GDP),CC.ENTX.ENV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.243000031,..,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Agriculture,CC.GHG.EMSE.AG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.37,25.26,25.08,24.85,25,24.72,23.31,23.21,23.79,25.28,23.15,23.16,24.14,25.88,27.48,26.84,25.9,42.2,42.56,40.76,41.02,42.28,41.81,41.12,42.4,42.24,45.76,42.49,44.7,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Building,CC.GHG.EMSE.BL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.56,0.54,0.5,0.53,0.74,0.77,0.81,0.95,1.19,1.13,0.92,0.83,0.6,0.72,0.91,0.84,0.82,0.76,1.03,1,0.87,0.98,0.95,1.03,1.28,1.23,1.49,1.23,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Bunker Fuels,CC.GHG.EMSE.BF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03,0.87,1.16,1.32,1.74,1.6,1.68,1.61,1.63,1.58,1.62,1.56,1.7,1.71,1.82,1.88,1.99,2.19,1.88,1.89,1.81,2.22,2.2,1.83,1.79,2.1,2.07,2.23,2.31,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Electricity/Heat,CC.GHG.EMSE.EH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.42,0.41,0.45,0.48,0.55,0.49,0.58,0.61,1.12,1.43,2.19,1.59,1.13,0.93,1.44,1.71,1.9,1.89,2.41,2.96,2.28,2.56,2,2.56,1.56,1.1,1.84,1.9,1.9,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Energy,CC.GHG.EMSE.EN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9,10.78,10.89,10.92,11,11.54,12.32,12.4,13.24,13.84,14.98,14.38,14.21,13.31,14.25,15.09,16.38,16.65,17.42,19.35,20.46,21.13,20.72,23.06,24.35,26.79,28.5,28.79,28.46,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Fugitive Emissions,CC.GHG.EMSE.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Industrial Processes,CC.GHG.EMSE.IP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.64,0.61,0.66,0.63,0.65,0.71,0.85,0.77,0.78,0.83,0.75,0.83,0.91,1,1.07,1.22,1.3,1.5,1.67,1.93,2.15,2.56,2.76,3.09,3.41,3.72,4.01,4.16,4.32,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,CC.GHG.EMSE.LU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.33,-4.33,-4.33,-4.33,-4.33,-4.33,-4.32,-4.2,-4.3,-4.24,-4.18,15.12,15.12,15.12,15.11,15.12,15.12,15.12,15.12,15.12,15.11,8.29,8.3,8.29,8.29,8.32,-7.62,-7.62,-7.62,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Manufacturing/Construction,CC.GHG.EMSE.MC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.41,1.4,1.48,1.57,1.64,1.65,1.86,1.65,1.43,1.29,1.43,1.61,1.82,1.65,1.61,1.85,2.33,2.19,2.13,2.11,2.73,3.08,2.3,2.6,3.5,4.03,4.12,4.04,3.19,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Other Fuel Combustion,CC.GHG.EMSE.OF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.75,5.62,5.84,5.98,5.99,6.05,6.39,6.63,6.98,7.2,7.48,7.55,7.59,7.62,7.7,7.71,8.04,8.45,8.72,9.02,9.39,9.94,10.47,11.05,11.67,12.2,12.39,12.64,12.84,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Total excluding LUCF,CC.GHG.EMSE.EL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.49,37.25,37.25,37.05,37.31,37.65,37.19,37.11,38.56,40.73,39.68,39.2,40.1,41.07,43.69,44.06,44.53,61.33,62.66,63.08,64.7,67.08,66.43,68.44,71.37,73.99,79.55,76.75,78.83,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Total including LUCF,CC.GHG.EMSE.IL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.15,32.92,32.92,32.72,32.98,33.33,32.87,32.9,34.26,36.48,35.5,54.32,55.22,56.18,58.81,59.19,59.65,76.44,77.78,78.2,79.81,75.37,74.73,76.73,79.66,82.31,71.93,69.13,71.21,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Transportation,CC.GHG.EMSE.TR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.69,2.76,2.56,2.38,2.28,2.58,2.71,2.68,2.75,2.7,2.73,2.69,2.8,2.5,2.76,2.89,3.24,3.27,3.38,4.21,5.04,4.66,4.94,5.89,6.58,8.16,8.91,8.69,9.29,..,..,..,..,..
Total GHG emissions by sector (Mt CO2 eq) - Waste,CC.GHG.EMSE.WA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.57,0.6,0.62,0.64,0.66,0.69,0.71,0.73,0.76,0.78,0.8,0.83,0.85,0.87,0.9,0.92,0.95,0.98,1.01,1.04,1.07,1.1,1.14,1.17,1.21,1.24,1.28,1.31,1.35,..,..,..,..,..
Total GHG emissions growth in the period 2012-2018 (%),CC.TOT.GHG.GR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.046841542,..,..,..,..,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,3.263069232,2.537638517,2.358594356,3.377241695,3.307890462,4.182181258,3.693559641,5.030422483,4.644966755,4.054321866,4.142263059,3.86834519,5.759296203,4.184524791,3.909024638,3.24872576,4.120500083,3.905212605,3.915231385,4.189091102,4.963898607,5.198748487,5.377811359,6.771410783,6.337797721,7.286247497,5.490762576,4.732982183,4.534393483,3.268707204,3.313967549,3.141620668,3.739543911,5.085421396,4.123678129,4.0380771,2.950418509,3.633898494,3.638868734,3.245723735,2.656441074,2.914281387,2.881534557,2.630515601,2.619218146,2.702006808,2.651811242,2.315838095,1.264759001,1.237289806,1.224364507,..,..,..
Total protests and riots since 2018,CC.ACLD.PRTS.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,629,..,..
Total sovereign green bonds issuance (billion US$),CC.GNBD.ISS.BD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total steelmaking capacity (thousand tonnes per annum),CC.EG.STL.PROD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade in environmental goods as share of total exports (%),CC.ENV.TRAD.EX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.012205273,0.012130208,0.012597914,0.015725514,0.005921079,0.011648792,0.011136869,0.017379627,0.017789506,0.014578863,0.015549334,0.017339621,0.015052554,..,..,0.017736209,..,0.018692716,0.018481046,0.012766093,0.011027583,0.011193238,..,..,..,..
Trade in environmental goods as share of total imports (%),CC.ENV.TRAD.IM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.027006673,0.030498055,0.026578094,0.020601907,0.020399639,0.021838553,..,0.02032406,0.02045924,0.023744133,0.022885589,0.022447596,0.023128016,..,..,0.030923654,..,0.028549509,0.033617342,0.030520905,0.034348464,0.029381151,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.118000031,3.121999979,3.104000092,3.078000069,3.055999994,3.046000004,3.058000088,3.029000044,3.023000002,3.020999908,2.989000082,2.996000051,2.969000101,2.941999912,2.924000025,2.907000065,2.891000032,2.915999889,2.884000063,2.838999987,2.836999893,2.83100009,2.808000088,2.795000076,2.77699995,2.75999999,3.513000011,4.249000072,5.010000229,5.729000092,5.742000103,5.526000023,5.322999954
Urban population (% of total population),SP.URB.TOTL.IN.ZS,7.565,7.774,8.038,8.318,8.605,8.902,9.209,9.525,9.85,10.295,10.778,11.282,11.805,12.349,12.914,13.503,14.112,14.745,15.401,15.583,15.681,15.78,15.879,15.979,16.079,16.18,16.281,16.383,16.485,16.748,17.043,17.342,17.645,17.952,18.263,18.579,18.898,19.222,19.55,19.892,20.239,20.591,20.948,21.31,21.675,22.045,22.42,22.8,23.183,23.571,23.969,24.376,24.794,25.221,25.658,26.105,26.562,27.03,27.507,27.995,28.493,29.002,29.52
Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,7,..,..,..,..,5.4,..,..,..,..,..
Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.652150869,..,-0.866834044,..,-0.81064713,..,-0.679399788,-0.257107317,-0.211594954,-0.244842008,-0.130346507,-0.249015316,-0.282543808,-0.331883878,-0.218933016,-0.269520193,-0.28780368,-0.212256938,-0.145544812,-0.146352023,-0.11429017,-0.200867787,-0.381333679,-0.313488513,-0.347236961,-0.366277069,..,..
