Series Name,Series Code,1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Emission Totals - Indirect emissions (N2O) - Crop Residues,CC.IEN.CRE,0.0655,0.0714,0.0786,0.0801,0.084,0.0778,0.0915,0.1036,0.1038,0.0965,0.0943,0.1017,0.1126,0.1171,0.1202,0.1407,0.1403,0.1296,0.1188,0.1136,0.1078,0.1312,0.1262,0.0956,0.1374,0.1503,0.1353,0.1484,0.1522,0.1375,0.1428,0.1446,0.1299,0.1628,0.1587,0.138,0.1432,0.144,0.1515,0.1398,0.1697,0.1645,0.1742,0.1589,0.1895,0.203,0.1813,0.1565,0.1703,0.2104,0.2137,0.2389,0.2347,0.2148,0.231,0.2134,0.2055,0.2498,0.2537,..,..,..,..
Emission Totals - Indirect emissions (N2O) - Emissions on agricultural land,CC.IEN.EAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5992,6.3759,6.3319,6.2479,6.3207,6.1963,5.9641,5.9413,5.8554,6.4127,5.9798,6.068,6.29,6.6416,7.1358,7.0604,6.6463,11.0958,11.2538,10.8467,10.9653,11.4316,10.7688,11.0096,11.8337,11.295,12.0549,11.193,11.5705,13.8181,..,..,..,..
Emission Totals - Indirect emissions (N2O) - Farm-gate emissions,CC.IEN.FGE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5992,6.3759,6.3319,6.2479,6.3207,6.1963,5.9641,5.9413,5.8554,6.4127,5.9798,6.068,6.29,6.6416,7.1358,7.0604,6.6463,11.0958,11.2538,10.8467,10.9653,11.4316,10.7688,11.0096,11.8337,11.295,12.0549,11.193,11.5705,13.8181,..,..,..,..
Emission Totals - Indirect emissions (N2O) - IPCC Agriculture,CC.IEN.IPA,3.0761,3.1219,3.0227,3.248,3.3081,3.3695,3.386,3.3831,3.3663,3.5731,3.6478,3.7339,3.7684,3.7842,3.8664,3.8476,4.0619,4.4965,4.8722,4.5149,4.4875,4.8835,5.4296,5.491,5.598,5.6902,5.6056,6.2404,6.499,6.5992,6.3759,6.3319,6.2479,6.3207,6.1963,5.9641,5.9413,5.8554,6.4127,5.9798,6.068,6.29,6.6416,7.1358,7.0604,6.6463,11.0958,11.2538,10.8467,10.9653,11.4316,10.7688,11.0096,11.8337,11.295,12.0549,11.193,11.5705,13.8181,..,..,..,..
Emission Totals - Indirect emissions (N2O) - Manure applied to Soils,CC.IEN.SAS,0.104,0.1056,0.1018,0.1089,0.1129,0.1147,0.1114,0.1154,0.1179,0.1208,0.1282,0.1333,0.1307,0.1268,0.1334,0.1309,0.1391,0.1479,0.1606,0.1464,0.1449,0.167,0.1875,0.1895,0.196,0.2172,0.2317,0.247,0.257,0.2655,0.256,0.2565,0.2521,0.2549,0.2628,0.2675,0.2689,0.2686,0.2768,0.2714,0.2542,0.2603,0.3126,0.3218,0.2891,0.3256,0.4466,0.3878,0.4065,0.3768,0.3967,0.3967,0.4036,0.4112,0.4134,0.455,0.42,0.421,0.4519,..,..,..,..
Emission Totals - Indirect emissions (N2O) - Manure left on Pasture,CC.IEN.MLP,2.8913,2.927,2.8048,3.0063,3.0448,3.1168,3.1167,3.1089,3.0629,3.2434,3.3308,3.4045,3.4211,3.4411,3.501,3.4615,3.6533,4.0892,4.4902,4.1186,4.0458,4.4438,4.9628,5.0288,5.0169,5.0868,4.9945,5.5509,5.8379,5.9455,5.7094,5.6866,5.6509,5.6435,5.6063,5.237,5.2687,5.1721,5.7076,5.2116,5.2355,5.5449,5.8072,6.3246,6.2114,5.7211,10.0621,10.3363,9.9258,10.0166,10.2494,9.6654,9.7132,10.0385,9.9723,10.878,10.1396,10.5936,12.6983,..,..,..,..
Emission Totals - Indirect emissions (N2O) - Synthetic Fertilizers,CC.IEN.SFE,0.0153,0.0179,0.0374,0.0528,0.0664,0.0602,0.0664,0.0552,0.0817,0.1124,0.0945,0.0945,0.104,0.0991,0.1118,0.1145,0.1291,0.1298,0.1027,0.1364,0.189,0.1415,0.1532,0.1772,0.2477,0.236,0.2441,0.2942,0.2518,0.2508,0.2676,0.2441,0.215,0.2594,0.1685,0.3218,0.2605,0.2707,0.2768,0.357,0.4086,0.3203,0.3476,0.3306,0.3703,0.3967,0.4057,0.3732,0.3441,0.3615,0.5718,0.4677,0.6581,1.1692,0.6783,0.5084,0.4279,0.3061,0.4142,..,..,..,..
Employment by sector and gender (% of total) - Agriculture - Female,CC.ESG.AGFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.32302904,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Agriculture - Male,CC.ESG.AGMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.73960137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Commerce - Female,CC.ESG.CMFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.01124108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Commerce - Male,CC.ESG.CMMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.70046532,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Construction - Female,CC.ESG.CNFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.104513869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Construction - Male,CC.ESG.CNMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.790950194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Electricity and utilities - Female,CC.ESG.EUFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.058646832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Electricity and utilities - Male,CC.ESG.EUMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.312460703,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Financial and Business Services - Female,CC.ESG.FBFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.719797239,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Financial and Business Services - Male,CC.ESG.FBMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.536901668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Industry - Female,CC.ESG.INFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.329391055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Industry - Male,CC.ESG.INMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.39284298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Manufacturing - Female,CC.ESG.MAFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.909828,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Manufacturing - Male,CC.ESG.MAMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.383440852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Mining - Female,CC.ESG.MIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.256402395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Mining - Male,CC.ESG.MIMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.905991532,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Other services - Female,CC.ESG.OSFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.33581156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Other services - Male,CC.ESG.OSMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3285763,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Public Administration - Female,CC.ESG.PAFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.650055287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Public Administration - Male,CC.ESG.PAMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.332366072,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Public sector employment - Female,CC.ESG.PSFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.84545714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Public sector employment - Male,CC.ESG.PSMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.44503313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Services - Female,CC.ESG.SEFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3475827,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Services - Male,CC.ESG.SEMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.86755788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Transport & Communication - Female,CC.ESG.TCFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.630676979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment by sector and gender (% of total) - Transport & Communication - Male,CC.ESG.TCMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.969247967,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity of the economy (kWh per 2011$PPP),CC.EG.INTS.KW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.855,0.877,0.816,0.762,0.705,0.719,0.691,0.627,0.675,0.717,0.68,0.617,0.688,0.671,0.596,0.657,0.658,0.604,0.666,0.626,0.708,0.692,0.717,0.695,0.723,0.732,0.73,0.686,0.648,0.661,0.648,0.612,0.571,0.572,0.586,0.633,0.623,..,..,..,..,..,..,..
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.2,..,..,..,..,..,89.4,..,..,..,..,82.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.1,..,..,..,..,..,48.7,..,..,..,..,47.5,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Consumption,CC.FGHG.SYS.CS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.453284158,0.462530327,0.472621016,0.474949764,0.489087192,0.531811655,0.560136393,0.573949347,0.612780455,0.647086011,0.676537044,1.836122315,1.672503335,1.50457112,1.478306817,1.52579812,1.593031473,1.095723425,1.022530186,1.187307132,1.166454794,1.142781337,1.162400956,1.275604814,1.300987762,1.350684971,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - End_of_Life,CC.FGHG.SYS.EO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.891539564,4.062853962,4.199063484,4.337307421,4.471916546,4.613936523,4.868779836,4.998332629,5.150474191,5.151106765,5.417429066,15.86887668,15.00857343,14.59170714,13.81650828,13.73578198,14.61334688,10.1674893,9.604211945,10.49663789,10.5413328,10.60333968,10.7297273,11.78026961,12.04514411,12.09909712,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - LULUC (Production),CC.FGHG.SYS.LU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.50229672,67.08926205,66.8859004,66.64301457,66.29220867,66.13687277,67.36415902,67.37707261,67.1054884,65.32820437,66.83042458,0.618063512,0.914284739,1.284880673,0.636884107,1.054881455,3.532837246,0.749209653,2.655182443,1.739986943,0.206537494,1.922057083,4.910128558,0.489888109,0.373092532,1.465420944,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Packaging,CC.FGHG.SYS.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.220756079,0.221958376,0.23036779,0.195847632,0.182499838,0.223160316,0.21378088,0.217225866,0.185659208,0.180122116,0.178883484,0.518171318,0.639920398,0.581951032,0.615259863,0.51629003,0.675633517,0.425037549,0.39255082,0.376985926,0.568483473,0.761859376,0.673201226,0.714130169,1.058459536,1.088674361,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Processing,CC.FGHG.SYS.PR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.170239633,0.175893021,0.186424241,0.202942447,0.178980269,0.182920847,0.191481912,0.195025484,0.207162072,0.209654189,0.212545481,0.577723673,0.541333291,0.527292372,0.572887199,0.55885674,0.582149938,0.404099287,0.387281454,0.319163984,0.296648009,0.291324749,0.269822638,0.307199106,0.298591905,0.297850915,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Production,CC.FGHG.SYS.PD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.38977047,27.61796227,27.68271446,27.82437883,28.07590979,27.97346891,26.44145995,26.28422355,26.37537516,28.13894716,26.32618994,79.58250131,80.27438337,80.70717489,82.07412994,81.79953511,78.07274024,86.5279054,85.33296808,85.08663367,86.29739873,84.43932405,81.38017753,84.30999618,83.68185066,82.20892741,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Retail,CC.FGHG.SYS.RE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.006224756,0.005019251,0.002178344,0.002445834,0.002720958,0.003337136,0.003903603,0.003978662,0.007396502,0.008357711,0.013239358,0.028455934,0.018282491,0.014523357,0.021001488,0.022730758,0.025854144,0.018258657,0.027240972,0.034394004,0.026084564,0.030306161,0.021834024,0.030132612,0.019113905,0.01355135,..,..,..,..,..,..,..,..
Food GHG emissions by system stage (Share of total) - Transport,CC.FGHG.SYS.TR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.365888628,0.364520744,0.340730263,0.319113504,0.306676745,0.334491844,0.356298403,0.350191851,0.355664011,0.336521675,0.344751038,0.970085259,0.930718946,0.787899411,0.785022301,0.786125799,0.904406556,0.612276725,0.578034102,0.758890453,0.897060138,0.809007562,0.85270776,1.092779394,1.222759588,1.475792928,..,..,..,..,..,..,..,..
Fossil-fuel pre-tax subsidies (consumption and production) USD per capita,CC.EG.SUBF.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.37447,3.50395,3.64436,3.79463,3.95483,..,..,..,..
Freight volume by mode (billion tons-km) - Air transport,CC.FRVOL.MOD.AI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.294965258,..,..,..,..,..
Freight volume by mode (billion tons-km) - Inland waterway transport,CC.FRVOL.MOD.IW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..
Freight volume by mode (billion tons-km) - Rail transport,CC.FRVOL.MOD.RA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.506228229,..,..,..,..,..
Freight volume by mode (billion tons-km) - Road transport,CC.FRVOL.MOD.RO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.855190131,..,..,..,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Cancelled,CC.GAS.PPBC.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Construction,CC.GAS.PPBC.CO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - In Development (Proposed + Construction),CC.GAS.PPBC.ID,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Mothballed,CC.GAS.PPBC.MB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Operating,CC.GAS.PPBC.OP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Proposed,CC.GAS.PPBC.PR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Retired,CC.GAS.PPBC.RT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
Gas pipeline capacity by project status (barrels of oil equivalent per day) - Shelved,CC.GAS.PPBC.SH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
GDP (current US$),NY.GDP.MKTP.CD,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579358,5979198464,6191437071,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,1.0038E+11,1.00667E+11,1.10347E+11,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.774634904,9.457358741,8.778340216,4.964467288,2.009094171,14.7285664,3.361232033,7.982689969,7.959224459,-4.655446916,22.17389193,17.08242935,5.89658021,4.065617349,0.882203175,2.153964503,9.453797844,6.912493546,7.615226046,5.591976206,3.773544194,1.506478258,1.309050241,1.755216977,4.300561819,7.177555391,5.937107444,6.203183823,4.690348768,4.192050972,1.438346792,-0.799493959,0.353197256,2.632784518,4.406216525,4.146839269,0.474901921,3.290213722,2.305388595,0.599695391,3.779906498,0.54685953,2.932475546,5.104299776,5.90666608,6.4724943,6.85072977,0.232282745,3.306939816,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.250155705,7.517355387,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,94.65129268,100.3944951,103.778721,108.2936884,104.7116739,118.2079104,120.9875906,128.397262,133.6653459,141.8804934,151.8299586,173.4947318,199.1142353,227.1059675,240.0831927,246.4868614,307.016432,348.8064444,394.6373811,442.5428212,401.6961835,362.6218506,324.3965017,323.3733809,308.6487027,351.0294899,372.7798687,377.1553527,361.1546922,361.3282651,332.4188107,324.1373782,220.0697184,265.2323057,325.7789291,421.3391971,445.8772551,465.909801,414.6793098,397.4826588,395.3294716,389.5426302,429.787819,451.6687666,511.6163943,685.9544229,825.666555,902.0699578,1035.338787,1080.296184,1085.487152,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,1794.091175,1909.304537,1872.124026,2006.83224,..,..
"GHG emissions from food systems, by gas (Mt CO2 eq) - CO2",CC.GHG.FSYS.CO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59758.00423,59702.91172,59715.00226,59722.8754,59712.7076,59796.22836,59744.89477,60033.77735,59987.04798,60178.30627,59860.11372,1106.121649,1220.709909,1251.225752,1140.206041,1258.547321,2295.987846,1385.857321,2591.336656,2027.166773,1356.889256,2471.729872,4352.271011,1697.137201,1909.052613,2768.764881,..,..,..,..,..,..,..,..
"GHG emissions from food systems, by gas (Mt CO2 eq) - F-gases",CC.GHG.FSYS.FG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GHG emissions from food systems, by gas (Mt CO2 eq) - Methane",CC.GHG.FSYS.CH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21298.19419,20801.74924,21000.72459,21294.78962,21626.42235,21798.74745,20550.72417,20751.07584,20941.94704,22819.14104,21194.47872,22759.5689,25097.60693,26622.66287,29500.1101,30897.11909,28900.63514,44555.67721,48422.8728,45690.78218,47814.02427,47877.59033,47250.70664,45933.63835,45970.18335,46375.80681,..,..,..,..,..,..,..,..
